Mine.Name,Product.Type,Product.Subtype,Coal.Brand,Quality.Metric,Value,Unit
Hebei KSOE_Jizhong Energy,Metallurgical,HCC,Hebei HCC,SE nar,5000,kcal/kg
Hebei KSOE_Jizhong Energy,Metallurgical,HCC,Hebei HCC,TM,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,HCC,Hebei HCC,TS,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,HCC,Hebei HCC,Vitrinite,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,AFT IDT Ox,5000,??C
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,Ash,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,Cl2,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,CSN,5000,Number
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,CSR,5000,Number
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,FC,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,HGI,5000,Number
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,IM,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,Max Fluid,5000,ddpm
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,N,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,P,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,Ro Max,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,SE gad,5000,kcal/kg
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,SE gar,5000,kcal/kg
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,SE nar,5000,kcal/kg
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,TM,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,TS,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,Vitrinite,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,VM,5000,%
Hebei KSOE_Jizhong Energy,Metallurgical,SCC,Hebei SCC,VM,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,AFT IDT Ox,5000,??C
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,Ash,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,Cl2,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,CSN,5000,Number
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,CSR,5000,Number
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,FC,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,HGI,5000,Number
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,IM,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,Max Fluid,5000,ddpm
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,N,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,P,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,Ro Max,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,SE gad,5000,kcal/kg
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,SE gar,5000,kcal/kg
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,SE nar,5000,kcal/kg
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,TM,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,TS,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,Vitrinite,5000,%
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Hebei Bituminous,VM,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,AFT IDT Ox,5000,??C
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,Ash,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,Cl2,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,CSN,5000,Number
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,CSN,5000,Number
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,CSR,5000,Number
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,CSR,5000,Number
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,CSR,5000,Number
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,FC,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,HGI,5000,Number
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,IM,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,Max Fluid,5000,ddpm
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,N,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,P,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,Ro Max,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,SE gad,5000,kcal/kg
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,SE gar,5000,kcal/kg
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,SE nar,5000,kcal/kg
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,TM,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,TS,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,Vitrinite,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,AFT IDT Ox,5000,??C
Hebei Other Mines,Thermal,Bituminous,FOB 5500,Ash,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,Cl2,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,CSN,5000,Number
Hebei Other Mines,Thermal,Bituminous,FOB 5500,CSR,5000,Number
Hebei Other Mines,Thermal,Bituminous,FOB 5500,FC,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,HGI,5000,Number
Hebei Other Mines,Thermal,Bituminous,FOB 5500,IM,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,Max Fluid,5000,ddpm
Hebei Other Mines,Thermal,Bituminous,FOB 5500,N,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,P,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,Ro Max,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,SE gad,5000,kcal/kg
Hebei Other Mines,Thermal,Bituminous,FOB 5500,SE gar,5000,kcal/kg
Hebei Other Mines,Thermal,Bituminous,FOB 5500,SE nar,5000,kcal/kg
Hebei Other Mines,Thermal,Bituminous,FOB 5500,TM,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,TS,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,Vitrinite,5000,%
Hebei Other Mines,Thermal,Bituminous,FOB 5500,VM,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,AFT IDT Ox,5000,??C
Hebei Other Mines,Thermal,Anthracite,FOB 6500,Ash,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,Cl2,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,CSN,5000,Number
Hebei Other Mines,Thermal,Anthracite,FOB 6500,CSR,5000,Number
Hebei Other Mines,Thermal,Anthracite,FOB 6500,FC,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,HGI,5000,Number
Hebei Other Mines,Thermal,Anthracite,FOB 6500,IM,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,Max Fluid,5000,ddpm
Hebei Other Mines,Thermal,Anthracite,FOB 6500,N,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,P,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,Ro Max,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,SE gad,5000,kcal/kg
Hebei Other Mines,Thermal,Anthracite,FOB 6500,SE gar,5000,kcal/kg
Hebei Other Mines,Thermal,Anthracite,FOB 6500,SE nar,5000,kcal/kg
Hebei Other Mines,Thermal,Anthracite,FOB 6500,TM,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,TS,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,Vitrinite,5000,%
Hebei Other Mines,Thermal,Anthracite,FOB 6500,VM,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,AFT IDT Ox,5000,??C
Hebei Other Mines,Metallurgical,HCC,FOB HCC,Ash,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,Cl2,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,CSN,5000,Number
Hebei Other Mines,Metallurgical,HCC,FOB HCC,CSN,5000,Number
Hebei Other Mines,Metallurgical,HCC,FOB HCC,CSR,5000,Number
Hebei Other Mines,Metallurgical,HCC,FOB HCC,CSR,5000,Number
Hebei Other Mines,Metallurgical,HCC,FOB HCC,CSR,5000,Number
Hebei Other Mines,Metallurgical,HCC,FOB HCC,FC,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,HGI,5000,Number
Hebei Other Mines,Metallurgical,HCC,FOB HCC,IM,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,Max Fluid,5000,ddpm
Hebei Other Mines,Metallurgical,HCC,FOB HCC,N,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,P,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,Ro Max,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,SE gad,5000,kcal/kg
Hebei Other Mines,Metallurgical,HCC,FOB HCC,SE gar,5000,kcal/kg
Hebei Other Mines,Metallurgical,HCC,FOB HCC,SE nar,5000,kcal/kg
Hebei Other Mines,Metallurgical,HCC,FOB HCC,TM,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,TS,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,Vitrinite,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,VM,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,VM,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,VM,5000,%
Hebei Other Mines,Metallurgical,HCC,FOB HCC,VM,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,AFT IDT Ox,5000,??C
Hebei Other Mines,Metallurgical,PCI,FOB PCI,Ash,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,Cl2,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,CSN,5000,Number
Hebei Other Mines,Metallurgical,PCI,FOB PCI,CSR,5000,Number
Hebei Other Mines,Metallurgical,PCI,FOB PCI,FC,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,HGI,5000,Number
Hebei Other Mines,Metallurgical,PCI,FOB PCI,IM,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,Max Fluid,5000,ddpm
Hebei Other Mines,Metallurgical,PCI,FOB PCI,N,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,P,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,Ro Max,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,SE gad,5000,kcal/kg
Hebei Other Mines,Metallurgical,PCI,FOB PCI,SE gar,5000,kcal/kg
Hebei Other Mines,Metallurgical,PCI,FOB PCI,SE nar,5000,kcal/kg
Hebei Other Mines,Metallurgical,PCI,FOB PCI,TM,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,TS,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,Vitrinite,5000,%
Hebei Other Mines,Metallurgical,PCI,FOB PCI,VM,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,AFT IDT Ox,5000,??C
Hebei Other Mines,Metallurgical,SCC,FOB SCC,Ash,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,Cl2,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,CSN,5000,Number
Hebei Other Mines,Metallurgical,SCC,FOB SCC,CSR,5000,Number
Hebei Other Mines,Metallurgical,SCC,FOB SCC,FC,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,HGI,5000,Number
Hebei Other Mines,Metallurgical,SCC,FOB SCC,IM,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,Max Fluid,5000,ddpm
Hebei Other Mines,Metallurgical,SCC,FOB SCC,N,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,P,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,Ro Max,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,SE gad,5000,kcal/kg
Hebei Other Mines,Metallurgical,SCC,FOB SCC,SE gar,5000,kcal/kg
Hebei Other Mines,Metallurgical,SCC,FOB SCC,SE nar,5000,kcal/kg
Hebei Other Mines,Metallurgical,SCC,FOB SCC,TM,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,TS,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,Vitrinite,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,VM,5000,%
Hebei Other Mines,Metallurgical,SCC,FOB SCC,VM,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,AFT IDT Ox,5000,??C
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,Ash,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,Cl2,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,CSN,5000,Number
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,CSR,5000,Number
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,FC,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,HGI,5000,Number
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,IM,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,Max Fluid,5000,ddpm
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,N,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,P,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,Ro Max,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,SE gad,5000,kcal/kg
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,SE gar,5000,kcal/kg
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,SE nar,5000,kcal/kg
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,TM,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,TS,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,Vitrinite,5000,%
Hebei Other Mines,Thermal,Anthracite,Hebei Anthracite,VM,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,AFT IDT Ox,5000,??C
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,Ash,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,Cl2,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,CSN,5000,Number
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,CSR,5000,Number
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,FC,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,HGI,5000,Number
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,IM,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,Max Fluid,5000,ddpm
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,N,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,P,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,Ro Max,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,SE gad,5000,kcal/kg
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,SE gar,5000,kcal/kg
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,SE nar,5000,kcal/kg
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,TM,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,TS,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,Vitrinite,5000,%
Hebei Other Mines,Thermal,Bituminous,Hebei Bituminous,VM,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,AFT IDT Ox,5000,??C
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,Ash,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,Cl2,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,CSN,5000,Number
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,CSN,5000,Number
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,CSR,5000,Number
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,CSR,5000,Number
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,CSR,5000,Number
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,FC,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,HGI,5000,Number
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,IM,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,Max Fluid,5000,ddpm
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,N,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,P,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,Ro Max,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,SE gad,5000,kcal/kg
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,SE gar,5000,kcal/kg
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,SE nar,5000,kcal/kg
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,TM,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,TS,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,Vitrinite,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei Other Mines,Metallurgical,HCC,Hebei HCC,VM,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,AFT IDT Ox,5000,??C
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,Ash,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,Cl2,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,CSN,5000,Number
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,CSR,5000,Number
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,FC,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,HGI,5000,Number
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,IM,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,Max Fluid,5000,ddpm
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,N,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,P,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,Ro Max,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,SE gad,5000,kcal/kg
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,SE gar,5000,kcal/kg
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,SE nar,5000,kcal/kg
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,TM,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,TS,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,Vitrinite,5000,%
Hebei Other Mines,Metallurgical,PCI,Hebei PCI,VM,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,AFT IDT Ox,5000,??C
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,Ash,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,Cl2,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,CSN,5000,Number
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,CSR,5000,Number
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,FC,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,HGI,5000,Number
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,IM,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,Max Fluid,5000,ddpm
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,N,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,P,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,Ro Max,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,SE gad,5000,kcal/kg
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,SE gar,5000,kcal/kg
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,SE nar,5000,kcal/kg
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,TM,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,TS,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,Vitrinite,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,VM,5000,%
Hebei Other Mines,Metallurgical,SCC,Hebei SCC,VM,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,AFT IDT Ox,5000,??C
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,Ash,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,Cl2,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,CSN,5000,Number
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,CSR,5000,Number
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,FC,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,HGI,5000,Number
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,IM,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,Max Fluid,5000,ddpm
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,N,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,P,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,Ro Max,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,SE gad,5000,kcal/kg
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,SE gar,5000,kcal/kg
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,SE nar,5000,kcal/kg
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,TM,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,TS,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,Vitrinite,5000,%
Heilongjiang KSOE,Thermal,Bituminous,Heilongjiang 5000,VM,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,AFT IDT Ox,5000,??C
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,Ash,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,Cl2,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,CSN,5000,Number
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,CSN,5000,Number
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,CSR,5000,Number
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,CSR,5000,Number
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,CSR,5000,Number
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,FC,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,HGI,5000,Number
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,IM,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,Max Fluid,5000,ddpm
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,N,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,P,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,Ro Max,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,SE gad,5000,kcal/kg
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,SE gar,5000,kcal/kg
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,SE nar,5000,kcal/kg
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,TM,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,TS,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,Vitrinite,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,VM,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,VM,5000,%
Heilongjiang KSOE,Metallurgical,HCC,Heilongjiang HCC,VM,5000,%
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,AFT IDT Ox,5000,??C
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,Ash,5000,%
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,Cl2,5000,%
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,CSN,5000,Number
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,CSR,5000,Number
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,FC,5000,%
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,HGI,5000,Number
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,IM,5000,%
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,Max Fluid,5000,ddpm
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,N,5000,%
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,P,5000,%
Heilongjiang KSOE,Metallurgical,SCC,Heilongjiang SCC,Ro Max,5000,%
